Title;Desc;Type;BodyPart;Equipment;Level;Rating;VideoLink
Incline cable chest fly;The incline cable chest fly is an isolation movement that uses a cable stack and an incline bench to target the upper portion of the pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often after pressing movements like the barbell or dumbbell bench press or as a finishing movement at the end of the workout. It is often used in combination with other flyes to target the chest from different angles.;Strength;Chest;Cable;Intermediate;7.3;https://www.youtube.com/watch?v=bptdQtH7IQA&pp=ygUXSW5jbGluZSBjYWJsZSBjaGVzdCBmbHk%3D
Cable Crossover;The cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Since it's done using adjustable pulleys, you can target different parts of your chest by setting the pulleys at different levels. It is common in upper body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout, or a finishing movement at the end. It is often in combination with other presses or flyes to target the chest from different angles.;Strength;Chest;Cable;Intermediate;9.1;https://www.youtube.com/watch?v=taI4XduLpTk&pp=ygUPQ2FibGUgQ3Jvc3NvdmVy
Incline cable chest press;The incline cable chest press is a pressing movement that uses a cable stack and an incline bench to target the upper portion of the pectoral muscles, similar to an incline dumbbell press. It is common in upper-body and chest-focused muscle-building workouts, where it can be effective as a primary movement in classic hypertrophy rep ranges, as a pre-exhaust, or as a high-rep finisher. It is often used in combination with other presses or flyes to target the chest from different angles.;Strength;Chest;Cable;Beginner;9.0;https://www.youtube.com/watch?v=CNvSbud0HgM&pp=ygUZSW5jbGluZSBjYWJsZSBjaGVzdCBwcmVzcw%3D%3D
Single-arm cable cross-over;The single-arm cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Working the chest one side at a time allows you to focus on the balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.;Strength;Chest;Cable;Intermediate;8.8;https://www.youtube.com/watch?v=pU2P9gCIyRM&pp=ygUbU2luZ2xlLWFybSBjYWJsZSBjcm9zcy1vdmVy
Cable cross-over;The cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Since it's done using adjustable pulleys, you can target different parts of your chest by setting the pulleys at different levels. It is common in upper-body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout or a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles.;Strength;Chest;Cable;Beginner;8.7;https://www.youtube.com/watch?v=taI4XduLpTk&pp=ygUQQ2FibGUgY3Jvc3Mtb3Zlcg%3D%3D
Lying cable chest fly;The lying cable chest fly is an isolation movement that uses a cable stack and a flat bench to build bigger and stronger pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout or as a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles.;Strength;Chest;Cable;Intermediate;8.6;https://www.youtube.com/watch?v=GCzS44Y1V_s&pp=ygUVTHlpbmcgY2FibGUgY2hlc3QgZmx5
Medicine Ball Chest Pass;The medicine ball pass is a simple partner-based exercise that involves throwing a weighted ball back-and-forth. It can be part of a dynamic warm-up for lifting or athletics, but can also work as active rest or as a component of circuit training.;Plyometrics;Chest;Medicine Ball;Intermediate;8.4;https://www.youtube.com/watch?v=FUdcjZ0weic&pp=ygUYTWVkaWNpbmUgQmFsbCBDaGVzdCBQYXNz
Dumbbell Bench Press;The dumbbell bench press is a mainstay of workout enthusiasts worldwide. ItвЂ™s a classic move for building a bigger, stronger chest. As such, itвЂ™s often placed first in mass-building chest workouts.;Strength;Chest;Dumbbell;Intermediate;7.3;https://www.youtube.com/watch?v=QsYre__-aro&pp=ygUURHVtYmJlbGwgQmVuY2ggUHJlc3M%3D
Dumbbell Flyes;"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.";Strength;Chest;Dumbbell;Intermediate;5.9;https://www.youtube.com/watch?v=q4BBy5cNjUQ&pp=ygUORHVtYmJlbGwgRmx5ZXM%3D
Incline dumbbell bench press;The incline dumbbell bench press is a popular upper-body exercise targeting the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.;Strength;Chest;Dumbbell;Intermediate;9.2;https://www.youtube.com/watch?v=0G2_XV7slIg&pp=ygUcSW5jbGluZSBkdW1iYmVsbCBiZW5jaCBwcmVzcw%3D%3D
Decline Dumbbell Flyes;The decline dumbbell chest fly is an upper body isolation exercise targeting the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps.;Strength;Chest;Dumbbell;Intermediate;9.1;https://www.youtube.com/watch?v=ilcbmIoz9S4&pp=ygUWRGVjbGluZSBEdW1iYmVsbCBGbHllcw%3D%3D
Reverse-grip incline dumbbell bench press;The reverse-grip incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Pressing with a reverse grip targets the upper chest in particular, especially when performed on an incline. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.;Strength;Chest;Dumbbell;Beginner;9.1;https://www.youtube.com/watch?v=bxQqbnF30-8&pp=ygUpUmV2ZXJzZS1ncmlwIGluY2xpbmUgZHVtYmJlbGwgYmVuY2ggcHJlc3M%3D
Incline Dumbbell Flyes;The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.;Strength;Chest;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=ajdFwa-qM98&pp=ygUWSW5jbGluZSBEdW1iYmVsbCBGbHllcw%3D%3D
Neutral-grip dumbbell bench press;The neutral-grip dumbbell bench press is a variation on a classic chest-building exercise where the palms face each other instead of forward. This shift puts the elbows closer to the sides, placing more emphasis on the triceps, and perhaps also the inner chest. The neutral-grip press can be performed in lower reps for strength or higher reps for muscle growth.;Strength;Chest;Dumbbell;Intermediate;8.9;https://www.youtube.com/watch?v=SkrzQGXWdOs&pp=ygUhTmV1dHJhbC1ncmlwIGR1bWJiZWxsIGJlbmNoIHByZXNz
Decline dumbbell bench press;The decline dumbbell bench press is a popular upper-body exercise targeting the lower pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.;Strength;Chest;Dumbbell;Intermediate;8.8;https://www.youtube.com/watch?v=0xRvl4Qv3ZY&pp=ygUcRGVjbGluZSBkdW1iYmVsbCBiZW5jaCBwcmVzcw%3D%3D
Single-arm kettlebell row;The single-arm kettlebell row is a popular muscle- and strength-building exercise that works the muscles of the back and core simultaneously. It has all the same benefits as a single-arm dumbbell row, but some people find a kettlebell more comfortable to hold during the movement.;Strength;Chest;Dumbbell;Intermediate;8.7;https://www.youtube.com/watch?v=j2OdaGOmHlM&pp=ygUZU2luZ2xlLWFybSBrZXR0bGViZWxsIHJvdw%3D%3D
Straight-arm dumbbell pull-over;The straight-arm dumbbell pull-over is an exercise that targets the muscles of the pecs, lats, and serratus anterior muscles. Performing this movement with straight arms makes it more difficult, increases the stretch on the serratus muscles and lats, and forces the core to work harder. Old-school bodybuilders would perform pull-overs with light weights for sets of 20 between sets of heavy 20-rep squats, but they are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.;Strength;Chest;Dumbbell;Intermediate;8.5;https://www.youtube.com/watch?v=T8DM2kKzT_0&pp=ygUfU3RyYWlnaHQtYXJtIGR1bWJiZWxsIHB1bGwtb3Zlcg%3D%3D
Bent-arm dumbbell pull-over;"The bent-arm dumbbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.";Strength;Chest;Dumbbell;Intermediate;8.5;https://www.youtube.com/watch?v=T8DM2kKzT_0&pp=ygUbQmVudC1hcm0gZHVtYmJlbGwgcHVsbC1vdmVy
Close-grip dumbbell bench press;The close-grip dumbbell bench press is a popular variation of the dumbbell bench press in which the dumbbells are held closer than shoulder width. This places more emphasis on the triceps, and perhaps also the inner chest. The close-grip dumbbell bench press can be performed in lower reps for strength or higher reps for muscle growth.;Strength;Chest;Dumbbell;Intermediate;8.4;https://www.youtube.com/watch?v=DI5PCKdDtLQ&pp=ygUfQ2xvc2UtZ3JpcCBkdW1iYmVsbCBiZW5jaCBwcmVzcw%3D%3D
Single-dumbbell push-up;The single-dumbbell push-up is a more difficult push-up variation where you balance your hands on the ends of a dumbbell. This simple change makes many muscle groups work harder, helping encourage muscle and strength gains across the upper body.;Strength;Chest;Dumbbell;Intermediate;8.2;https://www.youtube.com/watch?v=IoRtZIuz8lg&pp=ygUXU2luZ2xlLWR1bWJiZWxsIHB1c2gtdXA%3D
Bodyweight Flyes;"The double-bar roll-out chest fly is a chest exercise that utilizes two rotating barbells as ""handles"" for a chest fly. It targets the muscles of the chest, but is also an intense core workout. It's a tough movement that is usually performed in the chest-focused portion of a workout.";Strength;Chest;E-Z Curl Bar;Beginner;8.1;https://www.youtube.com/watch?v=u4r5AyRUwfo&pp=ygUQQm9keXdlaWdodCBGbHllcw%3D%3D
Close-grip EZ-bar bench press;The close-grip EZ-bar bench press is an exercise targeting the chest, shoulders, and triceps. This move is more commonly done with a straight bar and is often only performed with an EZ-bar as part of a complex of movements such as pull-overs or skullcrushers.;Strength;Chest;E-Z Curl Bar;Intermediate;7.3;https://www.youtube.com/watch?v=btrCQonIHKA&pp=ygUdQ2xvc2UtZ3JpcCBFWi1iYXIgYmVuY2ggcHJlc3M%3D
Chest dip;The chest dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the chest, triceps, and shoulders. Dips with a chest focus are usually performed with the torso leaning forward and the elbows angled out from the torso. Dips can be performed for low reps for strength or higher reps for muscle growth.;Strength;Chest;Other;Intermediate;9.0;https://www.youtube.com/watch?v=dX_nSOOJIsE&pp=ygUJQ2hlc3QgZGlw
Pass-through stretch with band;The pass-through stretch with band is a popular move to build and maintain mobility in the shoulder joint and to strengthen the muscles of the upper back and rotator cuff. It is common in CrossFit and Olympic lifting training and is usually performed as part of a warm-up or paired with movements in a workout. It can also be performed with a PVC pipe or dowel if a band isn't available.;Stretching;Chest;Other;Beginner;8.8;https://www.youtube.com/watch?v=5ULepECl170&pp=ygUeUGFzcy10aHJvdWdoIHN0cmV0Y2ggd2l0aCBiYW5k
Exercise ball chest stretch;The exercise ball chest stretch is a simple stretch for the pectoral muscles that can be made more dynamic with help from a medicine ball. It can work in a dynamic warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy. If the stretch causes pain in the front of your shoulder, dial back the intensity or choose another chest stretch.;Stretching;Chest;Exercise Ball;Beginner;9.0;https://www.youtube.com/watch?v=RZAf_FZG2l0&pp=ygUbRXhlcmNpc2UgYmFsbCBjaGVzdCBzdHJldGNo
Palms-down wrist curl over bench;The palms-down wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.;Strength;Forearms;Barbell;Intermediate;3.0;https://www.youtube.com/watch?v=sf9c-iQxRzw&pp=ygUgUGFsbXMtZG93biB3cmlzdCBjdXJsIG92ZXIgYmVuY2g%3D
Palms-up wrist curl over bench;The palms-up wrist curl over bench is an exercise targeting the forearms. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a grip or arm-focused workout.;Strength;Forearms;Barbell;Intermediate;3.6;https://www.youtube.com/watch?v=O5wVOSnyV7M&pp=ygUeUGFsbXMtdXAgd3Jpc3QgY3VybCBvdmVyIGJlbmNo
